reep_id,key_wikidata,name,alias
reep_p7252adf5,Q5621800,Gutieri Tomelin,Guti
reep_pbc073a2f,Q33038411,Guttiner Heider Fernando Costa Tenorio,Guttiner
reep_p125b88aa,Q55941099,Guy Kilama,Guy-Marcelin Kilama
reep_p42ed78de,Q5622510,Guy Ngosso,Guy Adolphe N'Gosso Massouma
reep_p42ed78de,Q5622510,Guy Ngosso,Guy N'Gosso
reep_p1d131d68,Q465173,Guy Roland Ndy Assembe,Guy Ndy Assembé
reep_pf29dfdbf,Q135853406,Guzmán Ortega,Guzmán Ortega Sanjuán
reep_t30264bb2,Q3122400,Guédiawaye FC,Guédiawaye
reep_p6ac016d3,Q1991720,Guðjón Baldvinsson,Gudjón Baldvinsson
reep_pce2ddc0b,Q52419143,Guðmundur Andri Tryggvason,Guðmundur Tryggvason
reep_p4db9517b,Q1989485,Guðmundur Kristjánsson,Gudmundur Kristjánsson
reep_p677525cc,Q122292695,Guðmundur Nökkvason,Gudmundur Baldvin Nökkvason
reep_p941c5c8f,Q3780126,Guðmundur Þórarinsson,Gudmundur Thórarinsson
reep_tb3cb20be,Q168364,Gwangju FC,Gwangju Football Club
reep_p6f206a9a,Q59105,Gylfi Sigurðsson,Gylfi Sigurdsson
reep_p6f206a9a,Q59105,Gylfi Sigurðsson,Gylfi Þór Sigurðsson
reep_p6f206a9a,Q59105,Gylfi Sigurðsson,Sigurdsson
reep_p19a73fcb,Q363500,György Garics,G. Garics
reep_p47f99823,Q126888425,György Varga,György Varga Balázs
reep_tc7adc8be,Q276346,Győri ETO FC,Győri ETO
reep_pccadc799,Q547455,Gábor Király,G. Király
reep_p50ec5ab4,Q28722452,Gábor Molnár,Gábor Molnár Horváth
reep_pd5dfba8f,Q131916615,Géza Dávid Turi,Géza Turi
reep_p6db063ea,Q131702645,Gísli Þórðarson,Gísli Thórdarson
reep_p6db063ea,Q131702645,Gísli Þórðarson,Gísli Gottskálk Þórðarson
reep_t5328acbc,Q134255,Górnik Zabrze,Klub Sportowy Górnik Zabrze Sportowa Spółka Akcyjna
reep_p76566ec8,Q87724769,Gökhan Altıparmak,Gökhan Altiparmak
reep_p76566ec8,Q87724769,Gökhan Altıparmak,Sami Gökhan Altıparmak
reep_p43bec910,Q730284,Gökhan Gönül,G. Gönül
reep_p4c91b335,Q17123462,Gökhan Yılmaz,Gökhan Yilmaz
reep_pa98ead7c,Q27036925,Göktuğ Bakırbaş,Göktug Bakirbas
reep_pa98ead7c,Q27036925,Göktuğ Bakırbaş,Mehmet Göktuğ Bakırbaş
reep_p5806d84b,Q607752,Gökçek Vederson,Wederson
reep_p5806d84b,Q607752,Gökçek Vederson,Wederson Luiz da Silva Medeiros
reep_p31865bf3,Q136591883,Görkem İbrahim Demirel,Görkem Demirel
reep_tae650948,Q1423118,Göztepe S.K.,Göztepe Sportif Yatırımlar A.Ş.
reep_pa50d7972,Q123228273,Güney Sağır,Güney Sagir
reep_p2925c1bc,Q136591836,Güney Yılmaz,Güney Yilmaz
reep_p9237921b,Q123228407,Güray Fırat,Güray Firat
reep_p34bad7c7,Q558820,Gōtoku Sakai,G. Sakai
reep_tb2e0b8e4,Q393302,Gżira United F.C.,Gżira United
reep_t87121847,Q54944515,HFX Wanderers FC,HFX Wanderers
reep_t9bf4469a,Q318969,HNK Rijeka,Hrvatski Nogometni Klub Rijeka
reep_t0cc70a4e,Q1461348,HNK Vukovar '91,HNK Vukovar 1991
reep_p4b1adadd,Q50842980,Ha Chang-rae,Chang-Rae Ha
reep_p4b1adadd,Q50842980,Ha Chang-rae,Chang-rae Ha
reep_p4b1adadd,Q50842980,Ha Chang-rae,하창래
reep_p1d42bfd9,Q626249,Ha Dae-sung,Dae-sung Ha
reep_p04840050,Q62959748,Ha Seung-un,Seung-un Ha
reep_p357b243d,Q5636447,Ha Sung-min,Sung-min Ha
reep_p8c4897c6,Q22673885,Habib Al-Wotayan,Ahmed Abdu
reep_p8c4897c6,Q22673885,Habib Al-Wotayan,Habib Al-Watyan
reep_pcd19588e,Q381147,Habib Bellaïd,حبيب بلعيد
reep_pbb3ddf5e,Q108924143,Habib Diarra,Diarra
reep_p90da1f14,Q64743916,Habib Far Abbasi,حبیب فرعباسی
reep_p3da91678,Q3782331,Habib Fardan,Habib Fardan Al Fardan
reep_pd3cf248b,Q112842951,Habraão,Habraão do Nascimento Saraiva
reep_p25dacc2b,Q136591738,Hacı Ramazan Özkanlı,Ramazan Özkanli
reep_p25dacc2b,Q136591738,Hacı Ramazan Özkanlı,Ramazan Özkanlı
reep_pc03d2af8,Q133046240,Hafiz Umar Ibrahim,Ibrahim Hafiz Umar
reep_p7c1ac43d,Q19284681,Haibrany Ruiz Díaz,Haibrany Ruíz Díaz Minervino
reep_pe7731b22,Q108062083,Haiderson Hurtado,Haiderson Hurtado Palomino
reep_pa4a5d9aa,Q55760518,Haiqal Pashia Anugrah,Haiqal Pashia
reep_p9c596dbc,Q632382,Hakan Arıkan,Hakan Arikan
reep_p3bfcc14c,Q136591651,Hakan Aydın,Hakan Aydin
reep_pe4a52915,Q1569824,Hakan Hacıbektaşoğlu,Hakan Hacibektasoglu
reep_pc2b97980,Q17312305,Hakan Rezdep,Hakan Redzep
reep_p53da4c5f,Q122346,Hakan Yakın,Hakan Yakin
reep_p578d2983,Q763465,Hakan Çalhanoğlu,H. Çalhanoğlu
reep_p8cbb664e,Q59656000,Hakan Çıtak,Hakan Citak
reep_p0a50f13a,Q122723713,Hakim Niazi,Hakim Khan Niazi
reep_p0f1044aa,Q327456,Hakim Ziyech,H. Ziyech
reep_p0f1044aa,Q327456,Hakim Ziyech,Ziyech
reep_p44fa5230,Q22342854,Hakkı Yıldız,Hakki Yildiz
reep_p99446d11,Q2623887,Hal Robson-Kanu,H. Robson-Kanu
reep_p99446d11,Q2623887,Hal Robson-Kanu,Robson-Kanu
reep_t86606757,Q126688527,Halifax Tides FC,Halifax Tides
reep_p8d58d166,Q156638,Halil Altıntop,Halil Altintop
reep_p4356ac52,Q53252754,Halil Dervişoğlu,Dervişoğlu
reep_p8627019a,Q66764689,Halil Sevinç,Halil İbrahim Sevinç
reep_p16c95819,Q136591676,Halil İbrahim Atcı,Halil Atcı
reep_p16c95819,Q136591676,Halil İbrahim Atcı,Halil Ibrahim Atci
reep_p5ac98e5a,Q19365419,Halil İbrahim Pehlivan,Halil Pehlivan
reep_p5ac98e5a,Q19365419,Halil İbrahim Pehlivan,İbrahim Pehlivan
reep_pac497d49,Q5642463,Halisson Bruno Melo dos Santos,Halisson
reep_t40438b65,Q1257402,Hallam F.C.,Hallam
reep_p52c63e8b,Q28717853,Halldor Stenevik,Halldor Østervold Stenevik
reep_p9c315adc,Q22268026,Hamad Al Mansor,Hamad Al-Mansour
reep_pbfec01d1,Q22340501,Hamad Al-Jizani,Hamad Al-Jayzani
reep_pe514b01d,Q24006662,Hamad Mansor,Hamad Mansour
reep_p843b4607,Q33135449,Hamadi Al Ghaddioui,Hamadi Ghaddioui
reep_p2c58825c,Q15906939,Hamary Traoré,Hamari Traoré
reep_te2cd1ba9,Q51974,Hamburger SV,Hamburger Sport Verein
reep_pfdb2a7a2,Q1138416,Hamdan Al-Kamali,Hamdan Al Kamali
reep_pf44550bb,Q30082481,Hamdan Al-Shamrani,Hamdan Al-Shammrani
reep_p98a3e69d,Q35841433,Hamdi Fathi,Hamdy Fathy
reep_p23b3913f,Q20666647,Hamdi Nagguez,H. Nagguez
reep_pbfcebe88,Q23881569,Hamed Falatah,Hamed Fallatah
reep_p9e8b3e23,Q43559571,Hamed Junior Traoré,H.Traorè
reep_p9e8b3e23,Q43559571,Hamed Junior Traoré,Hamed Traorè
reep_p9e8b3e23,Q43559571,Hamed Junior Traoré,Hamed Traoré
reep_p4db7fce6,Q109337432,Hamed Karamoko Dramé,Hamed Dramé
reep_p3257a641,Q26252945,Hamed Pakdel,حامد پاکدل
reep_p094fe1c5,Q18348130,Hamid Bou Hamdan,Hamid Bouhamdan
reep_pfc5a8c54,Q1573385,Hamid Ismail,Hamid Ismail Khalifa
reep_pfc5a8c54,Q1573385,Hamid Ismail,Hamid Khalifa
reep_p8c6a5dc2,Q381182,Hamidou,Souleymanou Hamidou
reep_pc0dc18ca,Q127789201,Hamidou Diallo,Hamidou
reep_t3b1d42c9,Q498473,Hamilton Academical F.C.,Hamilton Academical
reep_t3b1d42c9,Q498473,Hamilton Academical F.C.,Hamilton Academical FC
reep_pa3175d6c,Q463054,Haminu Draman,Draman Haminu
reep_p9352b9e7,Q126370157,Hamissou Dangabo,Hamissou Mamadou Dangabo
reep_pc4849303,Q44118,Hamit Altıntop,Hamit Altintop
reep_t0aba1426,Q460724,Hammarby Fotboll,Hammarby IF
reep_paa6a2b18,Q23771218,Hamza Choudhury,Choudhury
reep_paa6a2b18,Q23771218,Hamza Choudhury,H. Choudhury
reep_p685e5f6a,Q27174724,Hamza Mendyl,H. Mendyl
reep_p5feace49,Q124595413,Hamzat Ojediran,Hamzat-Basit Ojediran
reep_p4dbef845,Q24852523,Han Chan-hee,Chan-Hee Han
reep_p4dbef845,Q24852523,Han Chan-hee,Chan-hee Han
reep_pf0be0a44,Q65029515,Han Dong,Dong Han
reep_pe7973675,Q4495610,Han Feng,Feng Han
reep_p881159eb,Q24258733,Han Guanghui,Guanghui Han
reep_p7a0ed8ce,Q24868591,Han Ho-gang,Ho-gang Han
reep_p167e8ff7,Q5646609,Han Ji-ho,Ji-Ho Han
reep_p167e8ff7,Q5646609,Han Ji-ho,Ji-ho Han
reep_p782333c0,Q63442764,Han Jiaqi,Jiaqi Han
reep_paba6ac23,Q119432163,Han Jong-mu,Jong-Mu Han
reep_paba6ac23,Q119432163,Han Jong-mu,Jong-mu Han
reep_p144c2fce,Q492572,Han Kook-young,Kook-Young Han
reep_p144c2fce,Q492572,Han Kook-young,Kook-young Han
reep_pc7fd76f2,Q29100085,Han Kwang-song.,Kwang-song Han
reep_p15088e0d,Q12622703,Han Kyo-won,Kyo-Won Han
reep_p15088e0d,Q12622703,Han Kyo-won,Kyo-won Han
reep_p3566c49a,Q14749896,Han Pengfei,Pengfei Han
reep_pf234425c,Q5646668,Han Rongze,Rongze Han
reep_p68148ab0,Q93591160,Han Seok-hee,Seok-hee Han
reep_p6bfb484a,Q131547917,Han Seok-jin,Seok-jin Han
reep_p8454700a,Q19941437,Han Seok-jong,Seok-jong Han
reep_p753b70f0,Q28937744,Han Seung-gyu,Seung-Gyu Han
reep_p753b70f0,Q28937744,Han Seung-gyu,Seung-gyu Han
reep_p0be1e35d,Q107766949,Han Xuan,Xuan Han
reep_p2a090b4a,Q9373682,Han Xuan,Xuan Han
reep_p6dc3d162,Q50377242,Han Zilong,Zilong Han
reep_p0f5bf371,Q58313463,Han-Noah Massengo,Massengo
reep_p76269eb7,Q56011432,Hannes Delcroix,Delcroix
reep_p3fee8073,Q2067320,Hannes Þór Halldórsson,Hannes Thór Halldórsson
reep_p5f64c365,Q96755704,Hannibal Mejbri,Hannibal
reep_p5f64c365,Q96755704,Hannibal Mejbri,Mejbri
reep_p78e31822,Q15694381,Hans Hateboer,H. Hateboer
reep_p836ff4a1,Q110140440,Hans Høllsberg,Hans Höllsberg
reep_pc14b5c3d,Q58303861,Hans Nicolussi,Hans Nicolussi Caviglia
reep_p32530e72,Q27096618,Hans Nunoo Sarpei,Hans Sarpei
reep_p32530e72,Q27096618,Hans Nunoo Sarpei,Nunoo Sarpei
reep_pce5913f8,Q5650690,Hans Salinas,Hans Salinas Flores
reep_p745ea74b,Q56501444,Hans Viktor Guðmundsson,Hans Guðmundsson
reep_p745ea74b,Q56501444,Hans Viktor Guðmundsson,Hans Viktor Gudmundsson
reep_tf1f5d56c,Q7082076,Hanthawaddy United F.C.,Hantharwady United
reep_pcceeea4f,Q112988104,Hanus Højgaard,Hanus Höjgaard
reep_p5c4a07ec,Q513230,Hao Junmin,Junmin Hao
reep_tb1c2d8ea,Q455991,Hapoel Haifa F.C.,Hapoel Haifa
reep_tee7a6318,Q761583,Hapoel Kfar Saba F.C.,Hapoel Kfar Saba
reep_t277fe345,Q6585084,Hapoel Kfar Shalem F.C.,Hapoel Kfar Shalem
reep_tb527ee5c,Q20988680,Hapoel Kiryat Yam F.C.,Hapoel Kiryat Yam
reep_t462fb77e,Q605383,Hapoel Nof HaGalil F.C.,Hapoel Nof HaGalil
reep_t84b8557f,Q1130537,Hapoel Petah Tikva F.C.,Hapoel Petah Tikva
reep_tbc2d4bf2,Q1584246,Hapoel Rishon LeZion F.C.,Hapoel Rishon LeZion
reep_t04e626e0,Q206585,Hapoel Tel Aviv F.C.,Hapoel Tel-Aviv
reep_p751e66d4,Q68324825,Harald Nilsen Tangen,Harald Tangen
reep_p846ffc5a,Q113191710,Harald Race,Harald Linnebo Race
reep_p537a19ea,Q132891315,Harbor Miller,Harbor Tarczynski-Miller
reep_t93c6ab10,Q1584959,Harbour View F.C.,Harbour View
reep_p88fdc7f4,Q79351741,Harib Abdalla,Harib Suhail
reep_pb3d06d63,Q19848633,Haris Huseni,Haris Hyseni
reep_padd73b47,Q5074391,Haris Kostakis,Charis Kostakis
reep_p3cb22432,Q283762,Haris Seferovic,H. Seferović
reep_p2da8179a,Q108369853,Haris Stamboulidis,Charalampos Stamboulidis
reep_p41fb6370,Q122451176,Hariz Danial Khallidden,Hariz Danial
reep_pff50ee23,Q3144211,Harlem Gnohéré,Harlem-Eddy Gnohéré
reep_pd397fe7b,Q78360519,Harlen Castillo,Harlen Castillo Moreno
reep_p11dc760e,Q5659048,Harmanjot Singh Khabra,Harmanjot Khabra
reep_p5c6adb11,Q32665725,Harold Alas,Harold Alas Rodríguez
reep_pbc11a18a,Q134290276,Haron Ahmed,Haron Ahmed Zubair
reep_p0dd5d22d,Q16233585,Harramiz Soares,Harramiz
reep_p0dd5d22d,Q16233585,Harramiz Soares,Harramiz Quieta Ferreira Soares
reep_pcc9668a3,Q28464661,Harrinson Mancilla,Harrinson Mancilla Mulato
reep_p3c0a406b,Q129702132,Harrison Armstrong,Armstrong
reep_p6a3e8032,Q99366284,Harrison Ashby,Ashby
reep_pbfcb9f59,Q73095278,Harrison Cardoso de Oliveira,Harrison
reep_p8a2df2b8,Q132158391,Harrison Jones,H.Jones
reep_pbebf02eb,Q15054978,Harrison Reed,Reed
reep_t9a3925e7,Q2219286,Harrogate Town A.F.C.,Harrogate Town
reep_pf7a911b3,Q116980642,Harruna Iddriss Innusah,Harruna Innusah
reep_p883f418a,Q119971486,Harry Amass,Amass
reep_pde2f9845,Q10413488,Harry Arter,Arter
reep_pde2f9845,Q10413488,Harry Arter,H. Arter
reep_pfdbcdac9,Q114613194,Harry Boyes,Boyes
reep_p8ddac0d5,Q104833835,Harry Clarke,H.Clarke
reep_pbdbdc201,Q134033311,"Harry Gray (footballer, born 2008)",Gray
reep_pbdbdc201,Q134033311,"Harry Gray (footballer, born 2008)",Harry Gray
reep_p280cfe09,Q134387592,Harry Howell,Howell
reep_pe3120016,Q969725,Harry Kane,H. Kane
reep_pe3120016,Q969725,Harry Kane,Kane
reep_p00d7f317,Q28151834,Harry Lewis,Lewis
reep_p3f2f4f2f,Q165772,Harry Maguire,H. Maguire
reep_p3f2f4f2f,Q165772,Harry Maguire,Maguire
reep_p84e15acd,Q122973277,Harry Nuñez,Noti Nuñez
reep_pe1420c88,Q23978514,Harry Rojas,Harry Rojas Cabezas
reep_pf3c1c7b1,Q107565353,Harry Sharp,Harrison Sharp
reep_p869847dd,Q16234177,Harry Shipp,Harrison Shipp
reep_pe556f3c7,Q24084205,Harry Souttar,H. Souttar
reep_pe556f3c7,Q24084205,Harry Souttar,Souttar
reep_p59b87099,Q18638102,Harry Toffolo,Toffolo
reep_p7d187801,Q2476368,Harry Wilson,Wilson
reep_p164312de,Q18638184,Harry Winks,H. Winks
reep_p164312de,Q18638184,Harry Winks,Winks
reep_p7d01e75d,Q23090032,Haruki Fukushima,福島 春樹
reep_p22ff12fb,Q117358522,Harun Hamid,Harun Faheem Hamid
reep_peb848c8b,Q115633115,Harun Ibrahim,Harun Ademnur Ibrahim
reep_pc21415b1,Q1587824,Harun Tekin,H. Tekin
reep_p69466ced,Q131433849,Haruna Rasid Njie,Haruna Njie
reep_p0fd83018,Q27974879,Harvey Barnes,Barnes
reep_p0fd83018,Q27974879,Harvey Barnes,H. Barnes
reep_pbe5c4ae0,Q115145113,Harvey Davies,Davies
reep_pbe5c4ae0,Q115145113,Harvey Davies,H.Davies
reep_p5e6ca5d9,Q56752774,Harvey Elliott,Elliott
reep_pfa963116,Q122051664,Harvey Griffiths,Griffiths
reep_pfa963116,Q122051664,Harvey Griffiths,Harvey Lawson Griffiths
reep_paaf72bb9,Q110242738,Harvey Vale,Vale
reep_p49d0e0c9,Q102414029,Harvey White,White
reep_p8c3249f4,Q30005417,Hasan Adıgüzel,Hasan Ali Adigüzel
reep_p8c3249f4,Q30005417,Hasan Adıgüzel,Hasan Ali Adıgüzel
reep_p500ef066,Q110993548,Hasan Al Shaikh,Hasan Abdulla Al Shaikh
reep_pf614047f,Q14776693,Hasan Hüseyin Acar,Hasan Acar
reep_p6b9c74b8,Q17045777,Hasan Hüseyin Akınay,Hasan Hüseyin Akinay
reep_padc3f321,Q137767154,Hasan Yakub İlçin,Yakub İlçin
reep_p893e7521,Q5679556,Hassan Al Haidos,Hasan Al-Haydos
reep_p893e7521,Q5679556,Hassan Al Haidos,"Hasan Khalid Hasan Al-Haydos, حسن الهيدوس"
reep_pd12bf356,Q60455474,Hassan Almohammed Saleh,Hassan Al-Mohammed
reep_p733e05cb,Q58974980,Hassan Chaitou,Shibriko
reep_p4664c841,Q96472928,Hassan Kourani,Hasan Korani
reep_p4664c841,Q96472928,Hassan Kourani,Hasan Kourani
reep_p9c4e6e27,Q29034065,Hassan Ndam,Hassan Ndam Fouapon
reep_p588f1e17,Q45108287,Hassan Tombakti,Hassan Tambakti
reep_pb42517ce,Q123508464,Hassane Imourane,Imourane Hassane
reep_p79878c9f,Q18044346,Hassane Kamara,Kamara
reep_pe446246e,Q762999,Hatem Abd Elhamed,Hatem Elhamed
reep_p252434b2,Q127266484,Hatim Essaouabi,Hatim Es-Saoubi
reep_p55aa6eeb,Q28724427,Haudi Abdillah,Haudi Abdillah Manopol
reep_p4e389d34,Q18214882,Haukur Heiðar Hauksson,H. Hauksson
reep_t2c86388b,Q56173579,Havadar S.C.,Havadar
reep_t946897b4,Q941152,Haverfordwest County A.F.C.,Haverfordwest County
reep_pcaa0fa41,Q1591836,Haydar Yılmaz,Haydar Yilmaz
reep_pb2df4faa,Q104739759,Hayden Lindley,Hayden Taylor Lindley
reep_p00efd2f4,Q69356032,Haydon Roberts,Roberts
reep_p6ed5c14e,Q28363884,Hayner William Monjardim Cordeiro,Hayner
reep_p6ed5c14e,Q28363884,Hayner William Monjardim Cordeiro,Hayner Willian Monjardim Cordeiro
reep_pc172910a,Q28343688,Hazem Haj Hassen,Hazem Haj-Hassen
reep_p9c59f366,Q64743942,Hazem Shehata,Hazem Ahmed
reep_p9c59f366,Q64743942,Hazem Shehata,Hazem Ahmed Shehata
reep_pc7886c55,Q16729728,He Chao,Chao He
reep_paffbc454,Q19595468,He Guan,Guan He
reep_pf2f4f5a5,Q109623849,He Longhai,Longhai He
reep_p522877cb,Q107429557,He Shaolin,Shaolin He
reep_p882a128d,Q110404789,He Xiaoke,Xiaoke He
reep_p089c19b0,Q107368333,He Xiaoqiang,Xiaoqiang He
reep_p03857710,Q110567709,He Xinjie,Xinjie He
reep_p84fab9bc,Q133455848,He Yiran,Yiran He
reep_p7e861545,Q63017731,He Yupeng,Yupeng He
reep_tceac0700,Q1592443,Heart of Lions F.C.,Heart of Lions
reep_t22a90189,Q202093,Heart of Midlothian F.C.,Heart of Midlothian
reep_t22a90189,Q202093,Heart of Midlothian F.C.,Heart of Midlothian Football Club
reep_p6b21b714,Q29962299,Heber García,Heber García Torrealba
reep_p1f3cccf4,Q16557169,Hebert Silva Santos,Hebert
reep_p1f3cccf4,Q16557169,Hebert Silva Santos,Hebert Medeiros dos Santos
reep_p62dae760,Q125694859,Hebert Vergara,Hebert Vergara Larrosa
reep_p2f9b3cfc,Q4291204,Heberty Fernandes de Andrade,Heberty
reep_t3184a290,Q2343257,Heidelberg United FC,Heidelberg United
reep_pc5b471ed,Q65589023,Hein Htet Aung,Htet Hein
reep_pf5d49809,Q686599,Heinz Lindner,H. Lindner
reep_p14bc640f,Q66309096,Heitor Rodrigues da Fonseca,Heitor
reep_p7f3fad03,Q106114439,Heitor Santos,Heitor
reep_pf644b7fc,Q98271430,Helber Italo dos Santos,Ítalo
reep_pe7595ce2,Q1601777,Helder Ferreira,Helder
reep_pe7595ce2,Q1601777,Helder Ferreira,Hélder Maurílio da Silva Ferreira
reep_p13802f70,Q29052606,Heliardo Vieira da Silva,Heliardo
reep_t4b6e2707,Q12872753,Hellas Syros F.C.,Hellas Syros
reep_tcdcc6711,Q8639,Hellas Verona FC,Hellas Verona
reep_tcdcc6711,Q8639,Hellas Verona FC,Verona Hellas Football Club
reep_t2d079f9c,Q208584,Helsingin Jalkapalloklubi,HJK Helsinki
reep_p9b137d85,Q16233210,Hennadiy Hanyev,Gennadiy Ganev
reep_p1a11d1e9,Q16235715,Hennadiy Pasich,Gennadiy Pasich
reep_p1a11d1e9,Q16235715,Hennadiy Pasich,Пасіч Геннадій Анатолійович
reep_pcc75a353,Q119154276,Hennadiy Synchuk,Gennadiy Synchuk
reep_pcc75a353,Q119154276,Hennadiy Synchuk,Hennadii Synchuk
reep_pcc75a353,Q119154276,Hennadiy Synchuk,Синчук Геннадій Геннадійович
reep_p17729a2a,Q125989806,Hennagyij Szikszai,Gennadiy Szikszai
reep_pdc9ce31c,Q28738389,Hennos Asmelash,ሐንኖስ ኣስመላሽ
reep_p9e702551,Q130225002,Henri Carlo Matter,Henri Matter
reep_pb176ee0d,Q337448,Henri Lansbury,Lansbury
reep_pc8906dd9,Q75059813,Henri Marinho,Henri
reep_p1f4729b5,Q32091,Henri Saivet,H. Saivet
reep_p94b755af,Q2580360,Henrik Bødker,Henrik Bödker
reep_p94b755af,Q2580360,Henrik Bødker,Henrik Lyngby Bødker
reep_p5348a4b8,Q22304998,Henrik Castegren,Henrik Rönnlöf Castegren
reep_p5348a4b8,Q22304998,Henrik Castegren,Sven Henrik Olof Castegren
reep_pf74e1bf8,Q429044,Henrik Dalsgaard,H. Dalsgaard
reep_p5c07dc97,Q108990482,Henrik Falchener,Henrik Sælebakke Falchener
reep_pa99c34e9,Q29958795,Henrik Loholt Kristiansen,Henrik Kristiansen
reep_p689177b0,Q122012430,Henrik Meister,Henrik Wendel Meister
reep_p8bf86e4c,Q110163882,Henrik Melland,Henrik Molvær Melland
reep_p1c6636a1,Q108939077,Henrik Skogvold,Henrik Langaas Skogvold
reep_pf2ceef70,Q196219,Henrikh Mkhitaryan,H. Mkhitaryan
reep_p577b8e40,Q2457765,Henrique Almeida Caixeta Nascentes,Henrique Almeida
reep_p035893a0,Q5716665,Henrique Andrade Silva,Henrique
reep_p176ffa57,Q5716705,Henrique Dinis,Dinis
reep_p504540f1,Q21558326,Henrique Gelain Custodio,Henrique Custódio
reep_p504540f1,Q21558326,Henrique Gelain Custodio,Henrique Gelain
reep_pd7fb5e6f,Q15131481,Henrique Luvannor,Luvannor
reep_p8956d95e,Q55760951,Henrique Martins Gomes,Henrique Gomes
reep_p53f8d883,Q197584,Henrique Pacheco Lima,Henrique
reep_pbd3cb886,Q105095068,Henrique Pereira,Henrique Martins Pereira
reep_p14784406,Q110064264,Henrique Pires,Henrique Ribeiro Pires
reep_p9e68f249,Q23007776,Henrique Roberto Rafael,Henrique
reep_p9e68f249,Q23007776,Henrique Roberto Rafael,Henrique Rafael
reep_p5ad624de,Q14757828,Henrique Silva Milagres,Henrique
reep_p5ad624de,Q14757828,Henrique Silva Milagres,Henrique Silva
reep_pa5974bf4,Q120264727,Henry Bates Andreou,Henry Andreou
reep_p8cbd75ff,Q136412327,Henry Cartwright,Cartwright
reep_p4160d4ee,Q726587,Henry Damián Giménez,Henry Giménez
reep_p0db08b32,Q135013068,Henry Josué Gómez,Henry Gomez
reep_p5046bdc9,Q107558594,Henry Meja,Henry Atola Meja
reep_pf2faf185,Q18747660,Henry Patta,Henry Patta Quintero
reep_pd3155f2d,Q62395465,Henry Plazas,Henry Plazas Mendoza
reep_p589777cc,Q17627759,Henry Uche Agbo,Uche Agbo
reep_p589777cc,Q17627759,Henry Uche Agbo,Uche Henry Agbo
reep_pac39fe1a,Q109453023,Heo Ja-ung,Ja-Ung Heo
reep_p23cc154f,Q24856593,Heo Yong-joon,Yong-jun Heo
reep_p23cc154f,Q24856593,Heo Yong-joon,허용준
reep_pe530d8f5,Q112021064,Heo Yool,Yool Heo
reep_pae3cc45a,Q16166756,Heorhiy Bushchan,Georgiy Bushchan
reep_pa4d32337,Q16236266,Heorhiy Kopaliani,Georgi Kopaliani
reep_pa4d32337,Q16236266,Heorhiy Kopaliani,Копаліані Георгій Миколайович
reep_p83104915,Q124315680,Heorhiy Yermakov,Georgiy Yermakov
reep_p83104915,Q124315680,Heorhiy Yermakov,Єрмаков Георгій Сергійович
reep_t2b29933c,Q11961,Heracles Almelo,Heracles
reep_p3beeba9b,Q10455980,Herbert Sosa,Herbert Sosa Burgos
reep_p857fc790,Q107770536,Herculano Nabian,Herculano Bucancil Nabian
reep_pab444437,Q124636159,Hereda,Diogo Hereda da Silva
reep_t3f65ec8c,Q60766205,Herentals F.C.,Herentals
reep_p488f610e,Q98930774,Heri Mohr,Heri Hjalt Mohr
reep_pfe7ef4c2,Q26251754,Heriberto Tavares,Heri Tavares
reep_pfe7ef4c2,Q26251754,Heriberto Tavares,Heriberto Moreno Borges Tavares
reep_pb4fd3097,Q5739306,Herlison Caion de Sousa Ferreira,Caion
reep_p2ced7f5e,Q33091774,Herman Penkov,German Penkov
reep_p2ced7f5e,Q33091774,Herman Penkov,Пеньков Герман Юрійович
reep_p15b824cb,Q125260680,Herman Stakset,Herman Stang Stakset
reep_p61412dbf,Q3379669,Herman Stengel,Herman Sørby Stengel
reep_pbf57dc0e,Q2944008,Hermenegildo da Costa Paulo Bartolomeu,Geraldo
reep_pbf57dc0e,Q2944008,Hermenegildo da Costa Paulo Bartolomeu,Hermenegildo Bartolomeu
reep_p50d2a015,Q85867240,Hermes David Villalba,David Villalba
reep_pe7607eef,Q18199192,Hernani Azevedo Júnior,Hernani
reep_p593d786f,Q2083686,Hernán Darío Burbano,Hernán Burbano
reep_p8d0a9e41,Q63210964,Hernán Luna,Hernán Luna Gómez
reep_p94ae54c4,Q63005215,Hernán López,Hernán López Muñoz
reep_p2150629b,Q5896208,Hernán Menosse,Jorge Hernán Menosse Acosta
reep_p42c0658a,Q18223431,Hernán Petrik,Hernán Petryk
reep_p2393caf7,Q107613285,Hernâni Infande,Hernâni
reep_p2393caf7,Q107613285,Hernâni Infande,Hernâni Infande Tchuda da Silva
reep_pc655d6f6,Q5742529,Hernâni Jorge Santos Fortes,Hernâni
reep_p2e46750e,Q3134407,Hervé Bazile,H. Bazile
reep_pcfd53cb4,Q5745582,Hesham Mohamed,Hesham Hussein Mohamed
reep_pc222d519,Q109258386,Hesham Nayem,Hesham Mansour Nayem
reep_p90a823b3,Q122145521,Hevertton Santos,Hevertton
reep_p90a823b3,Q122145521,Hevertton Santos,Hevertton Ciriaco Santos
reep_pc8bd1fcc,Q98930752,Heðin Hansen,Hedin Hansen
reep_p35e19006,Q59206098,Hiago,Hiago Cena
reep_pd5c3f902,Q14367064,Hiago de Oliveira Ramiro,Hiago
reep_p6f53ad97,Q66584134,Hiang'a Mbock,Hianga'a Mananga Mbock
